"CO_CUCI_ITEM";"NO_CUCI_ITEM";"NO_CUCI_ITEM_ING";"CO_CUCI_SUB";"NO_CUCI_SUB";"NO_CUCI_SUB_ING";"CO_CUCI_POS";"NO_CUCI_POS";"NO_CUCI_POS_ING";"CO_CUCI_CAP";"NO_CUCI_CAP";"NO_CUCI_CAP_ING";"CO_CUCI_SEC";"NO_CUCI_SEC";"NO_CUCI_SEC_ING"
"21222";"Peles em bruto, com excepção dos de vison, Dos seguintes cordeiros: Astrakhan, Broadtail, caracul, persa e cordeiro semelhante, China, da Mongólia ou do Tibete indiana";"Raw furskins of lamb, the following: Astrakhan, Broadtail, Caracul, Persian & similar lamb, Indian, Chinese, Mongolian/Tibetan lamb";"2122";"Peles inteiras em bruto, com excepção dos de vison,";"Raw furskins, other than of mink, whole";"212";"Peles finas em bruto (incluindo as cabeças, caudas, patas e outras partes ou estacas, adequados para uso na indústria de peles), exceto as peles de grupo 211";"Furskins, raw (including heads, tails, paws and other pieces or  cuttings, suitable for furriersÆ use), other than hides and skins of group 211";"21";"Couros e peles, peles finas, em bruto";"Hides, skins and furskins, raw";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS";"CRUDE MATERIALS, INEDIBLE, EXCEPT FUELS"
"21225";"Peles em bruto, com excepção dos de vison, De raposa";"Raw furskins of fox, whole, with/without head, tail/paws";"2122";"Peles inteiras em bruto, com excepção dos de vison,";"Raw furskins, other than of mink, whole";"212";"Peles finas em bruto (incluindo as cabeças, caudas, patas e outras partes ou estacas, adequados para uso na indústria de peles), exceto as peles de grupo 211";"Furskins, raw (including heads, tails, paws and other pieces or  cuttings, suitable for furriersÆ use), other than hides and skins of group 211";"21";"Couros e peles, peles finas, em bruto";"Hides, skins and furskins, raw";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS";"CRUDE MATERIALS, INEDIBLE, EXCEPT FUELS"
"21229";"Outras peles finas, inteiras, mesmo sem cabeça, cauda ou patas";"Other furskins (excl. of mink/headings 212.22&212.25), whole, with/without head, tail/paws";"2122";"Peles inteiras em bruto, com excepção dos de vison,";"Raw furskins, other than of mink, whole";"212";"Peles finas em bruto (incluindo as cabeças, caudas, patas e outras partes ou estacas, adequados para uso na indústria de peles), exceto as peles de grupo 211";"Furskins, raw (including heads, tails, paws and other pieces or  cuttings, suitable for furriersÆ use), other than hides and skins of group 211";"21";"Couros e peles, peles finas, em bruto";"Hides, skins and furskins, raw";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS";"CRUDE MATERIALS, INEDIBLE, EXCEPT FUELS"
"2123";"Cabeças, caudas, patas e outras partes ou estacas, adequados para uso na indústria de peles";"Fur pcs.etc.furrier use";"2123";"Cabeças, caudas, patas e outras partes ou estacas, adequados para uso na indústria de peles";"Fur pcs.etc.furrier use";"212";"Peles finas em bruto (incluindo as cabeças, caudas, patas e outras partes ou estacas, adequados para uso na indústria de peles), exceto as peles de grupo 211";"Furskins, raw (including heads, tails, paws and other pieces or  cuttings, suitable for furriersÆ use), other than hides and skins of group 211";"21";"Couros e peles, peles finas, em bruto";"Hides, skins and furskins, raw";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS";"CRUDE MATERIALS, INEDIBLE, EXCEPT FUELS"
"22211";"Amendoins, não torrados nem de outro modo cozidos, com casca";"Groundnuts (peanuts), not roasted/othw. cooked, in shell";"2221";"Amendoins, não torrados, não cozidos, mesmo sem casca ou quebrados.";"Groundnuts (peanuts), not roasted or otherwise cooked, whether or not shelled or broken.";"222";"Sementes e frutos oleaginosos, dos tipos utilizados para a extração de óleos vegetais fixos ""leves"" (excluindo as farinhas e pós)";"Oil-seeds and oleaginous fruits of a kind used for the extraction of ôsoftö fixed vegetable oils (excluding flours and meals)";"22";"Sementes e frutos oleaginosos";"Oil-seeds and oleaginous fruits";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS";"CRUDE MATERIALS, INEDIBLE, EXCEPT FUELS"
"22212";"Amendoins, não torrados nem de outro modo cozidos, mesmo sem casca ou quebrados, Descascados";"Groundnuts (peanuts), not roasted/othw. cooked, shelled";"2221";"Amendoins, não torrados, não cozidos, mesmo sem casca ou quebrados.";"Groundnuts (peanuts), not roasted or otherwise cooked, whether or not shelled or broken.";"222";"Sementes e frutos oleaginosos, dos tipos utilizados para a extração de óleos vegetais fixos ""leves"" (excluindo as farinhas e pós)";"Oil-seeds and oleaginous fruits of a kind used for the extraction of ôsoftö fixed vegetable oils (excluding flours and meals)";"22";"Sementes e frutos oleaginosos";"Oil-seeds and oleaginous fruits";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS";"CRUDE MATERIALS, INEDIBLE, EXCEPT FUELS"
"2222";"Soja";"Milk & cream, concentrated/sweetened, in solid form, of a fat content, by weight, exceeding 1.5%";"2222";"Soja";"Soya beans";"222";"Sementes e frutos oleaginosos, dos tipos utilizados para a extração de óleos vegetais fixos ""leves"" (excluindo as farinhas e pós)";"Oil-seeds and oleaginous fruits of a kind used for the extraction of ôsoftö fixed vegetable oils (excluding flours and meals)";"22";"Sementes e frutos oleaginosos";"Oil-seeds and oleaginous fruits";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS";"CRUDE MATERIALS, INEDIBLE, EXCEPT FUELS"
"2223";"Sementes de algodão";"Milk & cream, concentrated, not in solid form, not sweetened";"2223";"Sementes de algodão";"Cotton seeds";"222";"Sementes e frutos oleaginosos, dos tipos utilizados para a extração de óleos vegetais fixos ""leves"" (excluindo as farinhas e pós)";"Oil-seeds and oleaginous fruits of a kind used for the extraction of ôsoftö fixed vegetable oils (excluding flours and meals)";"22";"Sementes e frutos oleaginosos";"Oil-seeds and oleaginous fruits";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS";"CRUDE MATERIALS, INEDIBLE, EXCEPT FUELS"
"2224";"Sementes de girassol";"Milk & cream, concentrated, not in solid form, sweetened";"2224";"Sementes de girassol";"Sunflower seeds";"222";"Sementes e frutos oleaginosos, dos tipos utilizados para a extração de óleos vegetais fixos ""leves"" (excluindo as farinhas e pós)";"Oil-seeds and oleaginous fruits of a kind used for the extraction of ôsoftö fixed vegetable oils (excluding flours and meals)";"22";"Sementes e frutos oleaginosos";"Oil-seeds and oleaginous fruits";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS";"CRUDE MATERIALS, INEDIBLE, EXCEPT FUELS"
"2225";"Sementes de gergelim";"Sesame (Sesamum) seeds";"2225";"Sementes de gergelim";"Sesame (Sesamum) seeds";"222";"Sementes e frutos oleaginosos, dos tipos utilizados para a extração de óleos vegetais fixos ""leves"" (excluindo as farinhas e pós)";"Oil-seeds and oleaginous fruits of a kind used for the extraction of ôsoftö fixed vegetable oils (excluding flours and meals)";"22";"Sementes e frutos oleaginosos";"Oil-seeds and oleaginous fruits";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS";"CRUDE MATERIALS, INEDIBLE, EXCEPT FUELS"
"22261";"Sementes de canola e colza, mesmo quebradas";"Rape/colza seeds";"2226";"Sementes de canola, colza e mostarda";"Rape, colza and mustard seeds";"222";"Sementes e frutos oleaginosos, dos tipos utilizados para a extração de óleos vegetais fixos ""leves"" (excluindo as farinhas e pós)";"Oil-seeds and oleaginous fruits of a kind used for the extraction of ôsoftö fixed vegetable oils (excluding flours and meals)";"22";"Sementes e frutos oleaginosos";"Oil-seeds and oleaginous fruits";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS";"CRUDE MATERIALS, INEDIBLE, EXCEPT FUELS"
"22262";"Sementes de mostarda";"Mustard seeds";"2226";"Sementes de canola, colza e mostarda";"Rape, colza and mustard seeds";"222";"Sementes e frutos oleaginosos, dos tipos utilizados para a extração de óleos vegetais fixos ""leves"" (excluindo as farinhas e pós)";"Oil-seeds and oleaginous fruits of a kind used for the extraction of ôsoftö fixed vegetable oils (excluding flours and meals)";"22";"Sementes e frutos oleaginosos";"Oil-seeds and oleaginous fruits";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS";"CRUDE MATERIALS, INEDIBLE, EXCEPT FUELS"
"2231";"Copra";"Yogurt, whether/not concentrated/containing added sugar/other sweetening matter/flavoured/containing added fruit, nuts/cocoa";"2231";"Copra";"Copra";"223";"Sementes e frutos oleaginosos, inteiras ou partidas, dos tipos utilizados para a extração de outros óleos vegetais (incluindo farinhas de sementes oleaginosas ou frutos oleaginosos, n.e.p.)";"Oil-seeds and oleaginous fruits, whole or broken, of a kind used for the extraction of other fixed vegetable oils (including flours and meals of oil-seeds or oleaginous fruit, n.e.s.)";"22";"Sementes e frutos oleaginosos";"Oil-seeds and oleaginous fruits";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS";"CRUDE MATERIALS, INEDIBLE, EXCEPT FUELS"
"2234";"Linhaça";"Linseed";"2234";"Linhaça";"Linseed";"223";"Sementes e frutos oleaginosos, inteiras ou partidas, dos tipos utilizados para a extração de outros óleos vegetais (incluindo farinhas de sementes oleaginosas ou frutos oleaginosos, n.e.p.)";"Oil-seeds and oleaginous fruits, whole or broken, of a kind used for the extraction of other fixed vegetable oils (including flours and meals of oil-seeds or oleaginous fruit, n.e.s.)";"22";"Sementes e frutos oleaginosos";"Oil-seeds and oleaginous fruits";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS";"CRUDE MATERIALS, INEDIBLE, EXCEPT FUELS"
"2237";"Sementes e frutos oleaginosos, n.e.p.";"Oil-seeds & oleaginous fruits, n.e.s.";"2237";"Outras sementes e frutos oleaginosos";"Oil-seeds & oleaginous fruits, n.e.s.";"223";"Sementes e frutos oleaginosos, inteiras ou partidas, dos tipos utilizados para a extração de outros óleos vegetais (incluindo farinhas de sementes oleaginosas ou frutos oleaginosos, n.e.p.)";"Oil-seeds and oleaginous fruits, whole or broken, of a kind used for the extraction of other fixed vegetable oils (including flours and meals of oil-seeds or oleaginous fruit, n.e.s.)";"22";"Sementes e frutos oleaginosos";"Oil-seeds and oleaginous fruits";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS";"CRUDE MATERIALS, INEDIBLE, EXCEPT FUELS"
"2239";"Farinhas e pós de sementes e frutos oleaginosos (exceto farinha de mostarda), não-desengorduradas, parcialmente desengorduradas, ou desengorduradas e total ou parcialmente reengorduradas com seus óleos originais";"Flours & meals of oil-seeds/oleaginous fruits (excluding mustard flour), non-defatted, partially defatted,/defatted & wholly/partially refatted with their original oils";"2239";"Farinhas e pós de sementes e frutos oleaginosos (exceto farinha de mostarda), não-desengorduradas, parcialmente desengorduradas, ou desengorduradas e total ou parcialmente reengorduradas com seus óleos originais";"Flours & meals of oil-seeds/oleaginous fruits (excluding mustard flour), non-defatted, partially defatted,/defatted & wholly/partially refatted with their original oils";"223";"Sementes e frutos oleaginosos, inteiras ou partidas, dos tipos utilizados para a extração de outros óleos vegetais (incluindo farinhas de sementes oleaginosas ou frutos oleaginosos, n.e.p.)";"Oil-seeds and oleaginous fruits, whole or broken, of a kind used for the extraction of other fixed vegetable oils (including flours and meals of oil-seeds or oleaginous fruit, n.e.s.)";"22";"Sementes e frutos oleaginosos";"Oil-seeds and oleaginous fruits";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS";"CRUDE MATERIALS, INEDIBLE, EXCEPT FUELS"
"2311";"Látex de borracha natural, mesmo pré-vulcanizado";"Natural rubber latex, whether/not prevulcanized";"2311";"Látex de borracha natural, mesmo pré-vulcanizado";"Natural rubber latex, whether/not prevulcanized";"231";"Borracha natural, balata, guta-percha, guaiúle, chicle e gomas naturais análogas, em formas primárias (incluindo látex) ou em chapas, folhas ou tiras";"Natural rubber, balata, gutta-percha, guayule, chicle and similar natural gums, in primary forms (including latex) or in plates, sheets or strip";"23";"Borracha em bruto (incluindo sintética e reconstituída)";"Crude rubber (including synthetic and reclaimed)";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS";"CRUDE MATERIALS, INEDIBLE, EXCEPT FUELS"
"23121";"Placas defumadas de borracha natural";"Smoked sheets of natural rubber (other than latex)";"2312";"Borracha natural (exceto látex)";"Natural rubber (other than latex)";"231";"Borracha natural, balata, guta-percha, guaiúle, chicle e gomas naturais análogas, em formas primárias (incluindo látex) ou em chapas, folhas ou tiras";"Natural rubber, balata, gutta-percha, guayule, chicle and similar natural gums, in primary forms (including latex) or in plates, sheets or strip";"23";"Borracha em bruto (incluindo sintética e reconstituída)";"Crude rubber (including synthetic and reclaimed)";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS";"CRUDE MATERIALS, INEDIBLE, EXCEPT FUELS"
"23125";"Borracha natural tecnicamente especificada (TSNR)";"Technically specified natural rubber (TSNR)";"2312";"Borracha natural (exceto látex)";"Natural rubber (other than latex)";"231";"Borracha natural, balata, guta-percha, guaiúle, chicle e gomas naturais análogas, em formas primárias (incluindo látex) ou em chapas, folhas ou tiras";"Natural rubber, balata, gutta-percha, guayule, chicle and similar natural gums, in primary forms (including latex) or in plates, sheets or strip";"23";"Borracha em bruto (incluindo sintética e reconstituída)";"Crude rubber (including synthetic and reclaimed)";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS";"CRUDE MATERIALS, INEDIBLE, EXCEPT FUELS"
"23129";"Outras borrachas naturais";"Other natural rubber";"2312";"Borracha natural (exceto látex)";"Natural rubber (other than latex)";"231";"Borracha natural, balata, guta-percha, guaiúle, chicle e gomas naturais análogas, em formas primárias (incluindo látex) ou em chapas, folhas ou tiras";"Natural rubber, balata, gutta-percha, guayule, chicle and similar natural gums, in primary forms (including latex) or in plates, sheets or strip";"23";"Borracha em bruto (incluindo sintética e reconstituída)";"Crude rubber (including synthetic and reclaimed)";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS";"CRUDE MATERIALS, INEDIBLE, EXCEPT FUELS"
"2313";"Balata, guta-percha, guaiúle, chicle e gomas naturais análogas";"Other natural gums";"2313";"Balata, guta-percha, guaiúle, chicle e gomas naturais análogas";"Other natural gums";"231";"Borracha natural, balata, guta-percha, guaiúle, chicle e gomas naturais análogas, em formas primárias (incluindo látex) ou em chapas, folhas ou tiras";"Natural rubber, balata, gutta-percha, guayule, chicle and similar natural gums, in primary forms (including latex) or in plates, sheets or strip";"23";"Borracha em bruto (incluindo sintética e reconstituída)";"Crude rubber (including synthetic and reclaimed)";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS";"CRUDE MATERIALS, INEDIBLE, EXCEPT FUELS"
"23211";"Borracha de estireno-butadieno (SBR); borracha de estireno-butadieno carboxilado (XSBR)";"Styrene-butadiene rubber (SBR); carboxylated styrene-butadiene rubber (XSBR)";"2321";"Borracha sintética e borracha artificial derivada dos óleos, em formas primárias ou em chapas, folhas ou tiras";"Synthetic rubber and factice derived from oils, in primary forms or in plates, sheets or strip, mixtures of any product of group 231 with any product of this subgroup, in primary forms or in plates, sheets or strip";"232";"Borracha sintética; borracha reconstituída; resíduos, resíduos e aparas de borracha não endurecida";"Synthetic rubber; reclaimed rubber; waste, parings and scrap of unhardened rubber";"23";"Borracha em bruto (incluindo sintética e reconstituída)";"Crude rubber (including synthetic and reclaimed)";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS";"CRUDE MATERIALS, INEDIBLE, EXCEPT FUELS"
